150000000,-73.15532684
150217391.3,-73.88795471
150434782.6,-71.76895142
150652173.9,-76.18180847
150869565.2,-74.01991272
151086956.5,-73.0565567
151304347.8,-68.43824005
151521739.1,-72.08561707
151739130.4,-68.77980042
151956521.7,-72.96336365
152173913,-70.71694946
152391304.3,-71.19618225
152608695.7,-68.91573334
152826087,-74.53522491
153043478.3,-73.87406921
153260869.6,-70.81291962
153478260.9,-71.83364105
153695652.2,-71.0615921
153913043.5,-73.60128784
154130434.8,-73.01280212
154347826.1,-70.69813538
154565217.4,-71.50905609
154782608.7,-71.02107239
155000000,-72.71239471
155217391.3,-73.81884003
155434782.6,-73.58664703
155652173.9,-71.06468964
155869565.2,-71.45289612
156086956.5,-72.63613892
156304347.8,-71.42662048
156521739.1,-70.60070801
156739130.4,-74.0291748
156956521.7,-73.05340576
157173913,-70.28382111
157391304.3,-69.86362457
157608695.7,-70.45746613
157826087,-72.86830139
158043478.3,-69.17993164
158260869.6,-71.25170898
158478260.9,-69.49494934
158695652.2,-73.94558716
158913043.5,-73.79849243
159130434.8,-70.84757996
159347826.1,-70.33383942
159565217.4,-71.33107758
159782608.7,-71.38584137
160000000,-70.75236511
160217391.3,-70.45108795
160434782.6,-73.62845612
160652173.9,-72.96343994
160869565.2,-70.96396637
161086956.5,-71.21998596
161304347.8,-71.98881531
161521739.1,-69.83187866
161739130.4,-69.63219452
161956521.7,-70.38873291
162173913,-73.54308319
162391304.3,-72.23797607
162608695.7,-69.53601837
162826087,-70.78638458
163043478.3,-70.4153595
163260869.6,-70.91509247
163478260.9,-72.45204926
163695652.2,-74.21035767
163913043.5,-68.6829834
164130434.8,-74.01641846
164347826.1,-69.21357727
164565217.4,-74.92959595
164782608.7,-67.6536026
165000000,-70.99466705
165217391.3,-67.22666168
165434782.6,-71.37587738
165652173.9,-69.64349365
165869565.2,-71.01276398
166086956.5,-73.41088867
166304347.8,-69.64463806
166521739.1,-71.1368866
166739130.4,-67.35070801
166956521.7,-72.02323151
167173913,-76.26620483
167391304.3,-72.04007721
167608695.7,-73.82305908
167826087,-76.94730377
168043478.3,-71.35435486
168260869.6,-69.55104828
168478260.9,-74.74803162
168695652.2,-73.27393341
168913043.5,-74.17085266
169130434.8,-73.69766235
169347826.1,-74.16645813
169565217.4,-70.38988495
169782608.7,-71.02987671
170000000,-75.58340454
170217391.3,-73.4347229
170434782.6,-71.75132751
170652173.9,-69.34686279
170869565.2,-70.58875275
171086956.5,-72.15989685
171304347.8,-72.15650177
171521739.1,-74.40963745
171739130.4,-72.93339539
171956521.7,-73.77227783
172173913,-69.60863495
172391304.3,-72.31378174
172608695.7,-69.12529755
172826087,-71.66163635
173043478.3,-71.65039825
173260869.6,-71.13186646
173478260.9,-72.5319519
173695652.2,-70.71740723
173913043.5,-70.76939392
174130434.8,-75.17700958
174347826.1,-71.10863495
174565217.4,-72.81511688
174782608.7,-70.3835144
175000000,-71.07430267
175217391.3,-69.74128723
175434782.6,-75.10103607
175652173.9,-69.97640228
175869565.2,-69.45807648
176086956.5,-69.42852783
176304347.8,-72.3671875
176521739.1,-71.5322876
176739130.4,-71.12813568
176956521.7,-74.78429413
177173913,-70.44947815
177391304.3,-68.11947632
177608695.7,-69.81673431
177826087,-71.61679077
178043478.3,-72.08867645
178260869.6,-76.55730438
178478260.9,-72.87107086
178695652.2,-67.90075684
178913043.5,-68.34991455
179130434.8,-68.62721252
179347826.1,-73.13006592
179565217.4,-70.53884888
179782608.7,-72.32823181
180000000,-70.45394897
180217391.3,-70.08530426
180434782.6,-70.84513092
180652173.9,-70.38059998
180869565.2,-73.78017426
181086956.5,-69.64971161
181304347.8,-74.72758484
181521739.1,-76.36875153
181739130.4,-68.59857941
181956521.7,-73.65651703
182173913,-69.92176056
182391304.3,-67.75311279
182608695.7,-71.85350037
182826087,-72.75846863
183043478.3,-71.71182251
183260869.6,-72.65229797
183478260.9,-70.43961334
183695652.2,-69.99227142
183913043.5,-72.71674347
184130434.8,-74.66684723
184347826.1,-70.48964691
184565217.4,-73.75267792
184782608.7,-72.01873779
185000000,-72.50343323
185217391.3,-69.63010406
185434782.6,-73.75070953
185652173.9,-69.79180145
185869565.2,-73.4083252
186086956.5,-69.68108368
186304347.8,-68.68244171
186521739.1,-71.33428955
186739130.4,-71.11832428
186956521.7,-71.77642822
187173913,-75.09965515
187391304.3,-71.88631439
187608695.7,-71.02044678
187826087,-69.56946564
188043478.3,-71.53840637
188260869.6,-71.34548187
188478260.9,-71.60118103
188695652.2,-72.29667664
188913043.5,-68.58244324
189130434.8,-71.8537674
189347826.1,-72.31106567
189565217.4,-69.96857452
189782608.7,-70.12674713
190000000,-71.37562561
190217391.3,-73.88775635
190434782.6,-69.3212738
190652173.9,-69.64844513
190869565.2,-74.98881531
191086956.5,-73.76541138
191304347.8,-73.34216309
191521739.1,-72.22257996
191739130.4,-68.69883728
191956521.7,-72.81803131
192173913,-71.18647766
